ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,95,0.5656401813842753,1.8075582710885658,5.2192921463825156e-5,0.005448138032800826,0.0050460200994175905,2887,"tags=37%, list=20%, signal=30%",1062/57082/347733/991/2491/332/79682/147841/701/1063/54908/79019/81027/4085/79172/84790/348235/151648/10403/9212/79023/401541/55839/151246/11243/7277/9183/55143/5347/10383/55166/54820/140609/5525/8379
R-HSA-449147,Signaling by Interleukins,344,0.43918426005206523,1.5365392496285841,4.6915609354975746e-5,0.005448138032800826,0.0050460200994175905,1192,"tags=12%, list=8%, signal=11%",3687/920/6285/7412/1901/3554/5291/4208/729230/5783/6850/6364/3684/7124/1441/3570/4582/3934/27189/6616/3689/58480/8352/6382/332/246330/149233/6657/3568/26095/8356/6351/9021/6348/132014/10538/3556/6097/2919/2335/11274/5008
R-HSA-380108,Chemokine receptors bind chemokines,28,0.7368959397957463,1.8993882013938521,1.0642061421316378e-4,0.010016263516136005,0.009276979900140704,1090,"tags=46%, list=8%, signal=43%",1524/10563/729230/1236/3577/6364/3579/58191/1233/643/6351/6348/2919
R-HSA-5663220,RHO GTPases Activate Formins,116,0.5354515931518974,1.7473516157274298,1.107177249388652e-4,0.010016263516136005,0.009276979900140704,2268,"tags=27%, list=16%, signal=23%",1062/57082/347733/991/2491/81624/5217/332/79682/147841/701/1063/54908/79019/81027/4085/79172/84790/348235/151648/10403/9212/79023/401541/3688/55839/151246/11243/7277/9183/55143
R-HSA-2132295,MHC class II antigen presentation,94,0.5573985855079292,1.7828673444657233,1.5638238659053112e-4,0.013263181162709421,0.01228424799928251,2777,"tags=33%, list=20%, signal=27%",1062/3111/347733/3122/24137/3119/3120/56992/1512/5641/3117/3127/3123/3115/81027/84790/972/1508/3113/3112/10484/3832/7277/830/1520/3109/3797/162/10383/1175/1075
R-HSA-9679191,Potential therapeutics for SARS,87,0.5626967160286737,1.7753143002380982,1.7089955455844156e-4,0.013641805619753247,0.01263492681998633,1869,"tags=21%, list=13%, signal=18%",1901/5133/3554/10800/51284/6850/3570/974/53822/973/482/3459/3460/2288/8819/7409/30011/3688
R-HSA-399955,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,10,-0.8401368770795639,-1.993546992906223,2.0331353626107154e-4,0.015327581594793005,0.0141962784968257,140,"tags=40%, list=1%, signal=40%",55558/9855/2242/91584
R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,29,0.7035775588744085,1.8223976614194737,2.707231560313612e-4,0.016698696487934414,0.015466193698633744,556,"tags=24%, list=4%, signal=23%",640/930/6850/27071/974/7220/973
R-HSA-141424,Amplification of signal from the kinetochores,83,0.5627902263196958,1.7554495110462538,2.597323217615389e-4,0.016698696487934414,0.015466193698633744,2887,"tags=35%, list=20%, signal=28%",1062/57082/991/2491/332/79682/147841/701/1063/54908/79019/4085/79172/348235/151648/10403/9212/79023/401541/55839/151246/11243/9183/55143/5347/55166/54820/5525/8379
R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,83,0.5627902263196958,1.7554495110462538,2.597323217615389e-4,0.016698696487934414,0.015466193698633744,2887,"tags=35%, list=20%, signal=28%",1062/57082/991/2491/332/79682/147841/701/1063/54908/79019/4085/79172/348235/151648/10403/9212/79023/401541/55839/151246/11243/9183/55143/5347/55166/54820/5525/8379
R-HSA-69618,Mitotic Spindle Checkpoint,99,0.5315558073600426,1.7036548185657698,2.48770582507828e-4,0.016698696487934414,0.015466193698633744,2887,"tags=30%, list=20%, signal=24%",1062/57082/991/2491/332/79682/147841/701/1063/54908/11065/79019/4085/79172/348235/151648/10403/9212/79023/401541/55839/151246/11243/9183/55143/5347/55166/54820/5525/8379
R-HSA-9616222,Transcriptional regulation of granulopoiesis,61,0.5953920285005155,1.7805843323842903,3.070258656757011e-4,0.017659787207076526,0.016356347923243513,2945,"tags=46%, list=21%, signal=36%",8331/1441/3570/4602/8352/8344/8356/3018/8367/8361/8294/8348/861/51176/8339/8340/8347/8337/8345/3012/4609/8349/8354/3014/85236/8341/8357/1019
R-HSA-195258,RHO GTPase Effectors,260,0.43840116606713864,1.5117356281099608,3.123322719011324e-4,0.017659787207076526,0.016356347923243513,2927,"tags=28%, list=21%, signal=23%",1062/57082/10787/347733/991/2491/11113/8331/81624/8352/5217/332/79784/79682/8344/147841/8356/3018/701/1063/8367/54908/8361/8294/8348/79019/81027/4085/2810/79172/1536/8339/8340/8347/84790/2017/348235/151648/124056/10403/9212/128239/85415/30851/79023/8337/401541/5063/3688/55839/8345/151246/11243/3012/9055/7277/9183/55143/1742/8349/8354/5347/5579/3014/10383/55166/85236/1432/54820/5525/8379/8341/8357
R-HSA-375276,Peptide ligand-binding receptors,50,0.616879069128917,1.7925755477821463,3.6151130060598944e-4,0.018323046300033435,0.016970652974626632,1090,"tags=32%, list=8%, signal=30%",1524/10563/729230/1236/3577/6364/3579/58191/2149/1233/643/6351/6348/6019/51738/2919
R-HSA-606279,Deposition of new CENPA-containing nucleosomes at the centromere,53,0.607600274514508,1.7824266175266814,3.6457056013331076e-4,0.018323046300033435,0.016970652974626632,2903,"tags=53%, list=21%, signal=42%",57082/2491/8331/387103/79682/8344/3018/8367/8361/8294/8348/79019/79172/8339/8340/8347/8337/401541/55839/8345/3012/8349/3014/8607/55166/85236/8341/54069
R-HSA-774815,Nucleosome assembly,53,0.607600274514508,1.7824266175266814,3.6457056013331076e-4,0.018323046300033435,0.016970652974626632,2903,"tags=53%, list=21%, signal=42%",57082/2491/8331/387103/79682/8344/3018/8367/8361/8294/8348/79019/79172/8339/8340/8347/8337/401541/55839/8345/3012/8349/3014/8607/55166/85236/8341/54069
R-HSA-418594,G alpha (i) signalling events,127,0.5046897333597965,1.6521841776242094,4.535268172817723e-4,0.021979853251834467,0.020357557136632936,684,"tags=17%, list=5%, signal=16%",53637/1524/10563/23236/8787/729230/1236/6010/3577/6364/3579/2779/58191/2912/2769/1233/643/1880/816/259294/6351
R-HSA-877300,Interferon gamma signaling,81,0.5546295721192942,1.7230194496224778,5.722989854873751e-4,0.02677964563125407,0.024803084888273173,2271,"tags=35%, list=16%, signal=29%",7412/3122/3119/3120/4281/816/4502/3117/9021/3127/3123/3459/3115/8638/3460/115361/2633/115362/3113/960/4261/3134/53840/6772/388646/2634/3106/3458
R-HSA-372790,Signaling by GPCR,281,0.42828600915765175,1.482785158806351,7.28617411440427e-4,0.03295779424415531,0.030525234710872626,1138,"tags=16%, list=8%, signal=15%",53637/1524/10563/23236/154/1901/8787/729230/1240/10800/1236/6010/27115/3577/6364/3579/2779/58191/10267/2912/2769/2149/797/3357/1233/643/1880/445328/816/259294/7984/6915/2848/6351/7433/50649/6348/6019/1269/51738/5727/2919/8643/23596/7855/2335
R-HSA-3000171,Non-integrin membrane-ECM interactions,27,0.6854288958401773,1.759214639879395,8.352537980216833e-4,0.03656256141662659,0.03386394006240713,1138,"tags=41%, list=8%, signal=38%",5155/50509/3913/1280/6382/3339/3912/87/3655/9672/2335
R-HSA-202433,Generation of second messenger molecules,32,0.6748735449126956,1.7967838846152255,0.0010236145074051961,0.0434076527046516,0.04020380663953303,1868,"tags=34%, list=13%, signal=30%",920/3122/3119/3120/3117/3127/3123/3115/55740/3113/5063
R-HSA-977068,Termination of O-glycan biosynthesis,15,0.7627808037107363,1.7644943772135613,0.0011889558179214745,0.04770202650217247,0.04418121990737612,1242,"tags=53%, list=9%, signal=49%",4585/4588/4582/727897/4583/6480/6484/56667
R-HSA-3214815,HDACs deacetylate histones,71,0.5510718034265467,1.6805158379007923,0.0011951871046970257,0.04770202650217247,0.04418121990737612,2984,"tags=44%, list=21%, signal=35%",8331/8352/8329/8344/8356/3018/317772/8367/8361/8336/8294/8348/85235/440689/8969/8339/8340/8347/8330/8819/8337/8345/3012/57504/8349/79685/8354/85236/8341/8357/55869
R-HSA-8957275,Post-translational protein phosphorylation,46,0.6100251404232195,1.7501070307525501,0.0012991684046293984,0.050370615002345534,0.0466528443647369,1138,"tags=24%, list=8%, signal=22%",3487/11098/1471/3913/3490/348/10970/54972/3912/2621/2335
R-HSA-9609690,HCMV Early Events,101,0.5119305338788169,1.6364868906521173,0.0014032110745103867,0.05289326189196096,0.048989298917117015,2927,"tags=35%, list=21%, signal=28%",347733/8331/8352/8329/8344/8356/3018/317772/8367/8361/8336/8294/8348/81027/85235/440689/8969/8339/8340/8347/84790/8330/79023/8337/3688/8345/3012/7277/10951/8349/8354/10383/85236/8341/8357
R-HSA-9709957,Sensory Perception,102,0.5188623642583814,1.6633180590864642,0.001546366157120106,0.05671402365437794,0.05252805666006847,1451,"tags=27%, list=10%, signal=25%",8787/6010/4647/2779/57053/6616/26689/6382/3339/348/5957/6295/4995/29967/222662/157506/9672/9750/1488/51168/4035/83875/6017/64072/6855/9254/54795/55937
R-HSA-5083636,Defective GALNT12 causes CRCS1,10,0.823832315591373,1.7007694331897458,0.001660200327440704,0.058318979226020674,0.05401455315197509,1242,"tags=60%, list=9%, signal=55%",4585/4588/4582/727897/4583/56667
R-HSA-2467813,Separation of Sister Chromatids,165,0.46406660685258405,1.5457675300283824,0.001676079727203247,0.058318979226020674,0.05401455315197509,3225,"tags=28%, list=23%, signal=22%",1062/57082/347733/991/2491/113130/332/79682/147841/701/1063/54908/11065/79019/81027/4085/79172/84790/348235/151648/10403/9212/79023/401541/55839/151246/11243/7311/5696/5715/7277/9183/5693/55143/5347/10383/55166/5685/5698/54820/5525/8379/55869/5720/10376/5691/55920
R-HSA-5083625,Defective GALNT3 causes HFTC,10,0.8202415889696153,1.6933565192196953,0.0018396768255691562,0.05943908219755583,0.05505198320124242,1242,"tags=60%, list=9%, signal=55%",4585/4588/4582/727897/4583/56667
R-HSA-9609646,HCMV Infection,123,0.4789356339429808,1.562552662924045,0.00177875163858925,0.05943908219755583,0.05505198320124242,3014,"tags=31%, list=21%, signal=25%",347733/8331/8352/8329/8344/8356/3018/317772/8367/8361/8336/8294/8348/81027/85235/440689/8969/8339/8340/8347/84790/128866/8330/79023/8337/3688/8345/3012/7277/10951/8349/8354/10383/93343/85236/8341/8357/1052
R-HSA-68882,Mitotic Anaphase,208,0.4352542640432616,1.4759472829683684,0.001838638160556346,0.05943908219755583,0.05505198320124242,3155,"tags=26%, list=22%, signal=20%",1062/57082/347733/991/2491/113130/332/79682/147841/983/701/1063/54908/11065/79019/81027/4085/79172/84790/348235/128866/151648/10403/9212/79023/401541/4001/55839/151246/11243/7311/5696/5715/7277/9183/5693/55143/22933/5347/10383/7444/55166/7341/5685/5698/891/54820/5525/8379/55869/5720/3930/10376/5691
R-HSA-6783783,Interleukin-10 signaling,21,0.7137417127273754,1.755422090541904,0.00210939735139712,0.0598539821820123,0.05543626011350323,1090,"tags=33%, list=8%, signal=31%",3554/729230/6364/7124/6351/6348/2919
R-HSA-8963898,Plasma lipoprotein assembly,11,0.7987690686947965,1.7035265171934588,0.002117163702827259,0.0598539821820123,0.05543626011350323,489,"tags=27%, list=3%, signal=26%",2/341/348
R-HSA-912446,Meiotic recombination,57,0.5665725789907622,1.6786679536604432,0.0018985681865665099,0.0598539821820123,0.05543626011350323,2945,"tags=47%, list=21%, signal=38%",5888/8331/8352/8344/8356/3018/8367/8361/84057/8294/8348/29893/8339/8340/8347/8337/8345/472/3012/8349/8354/4292/3014/85236/8341/8357/1019
R-HSA-9610379,HCMV Late Events,90,0.5103928267376475,1.6206500237081494,0.0020608659942410444,0.0598539821820123,0.05543626011350323,3014,"tags=34%, list=21%, signal=27%",8331/8352/8329/8344/8356/3018/317772/8367/8361/8336/8294/8348/85235/440689/8969/8339/8340/8347/128866/8330/79023/8337/8345/3012/8349/8354/93343/85236/8341/8357/1052
R-HSA-1474244,Extracellular matrix organization,141,0.46482586984334806,1.5320759464943658,0.002020639945530318,0.0598539821820123,0.05543626011350323,1869,"tags=29%, list=13%, signal=25%",3687/7412/140766/23127/2/5155/50509/3684/3913/3689/8038/1308/1280/6382/84171/3339/8728/5802/4680/3681/3912/87/1293/1294/4237/1305/5118/3655/1292/9672/2335/5645/3678/1508/9507/667/4320/8425/5175/960/3688
R-HSA-388396,GPCR downstream signalling,261,0.4176580137366125,1.4401715419205572,0.0020618917019734452,0.0598539821820123,0.05543626011350323,1138,"tags=15%, list=8%, signal=14%",53637/1524/10563/23236/154/8787/729230/10800/1236/6010/27115/3577/6364/3579/2779/58191/10267/2912/2769/2149/797/3357/1233/643/1880/445328/816/259294/7984/6915/2848/6351/7433/50649/6019/1269/51738/2919/23596/2335
R-HSA-977606,Regulation of Complement cascade,13,0.7597666104322651,1.6990214673925832,0.002881810714534242,0.07980851305352991,0.07391798051888046,186,"tags=31%, list=1%, signal=30%",1191/930/716/1380
R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,13,0.7557436973803405,1.6900252631071844,0.0032241934739177937,0.08413904892512396,0.07792888679874183,945,"tags=31%, list=7%, signal=29%",1524/6382/3339/9672
R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,52,0.5667526980219164,1.6557851756594546,0.0031260467721651313,0.08413904892512396,0.07792888679874183,2927,"tags=42%, list=21%, signal=34%",8331/8352/8344/8356/3018/8367/8361/8294/8348/8339/8340/8347/8337/8345/3012/57504/8349/8354/3014/85236/8341/8357
R-HSA-977225,Amyloid fiber formation,67,0.5405775360038767,1.643003149291687,0.0031830816702201102,0.08413904892512396,0.07792888679874183,3104,"tags=48%, list=22%, signal=37%",1471/8331/6653/8352/3339/348/8344/8356/3018/8367/8361/8294/8348/23555/6477/8339/8340/8347/8337/8345/7311/3012/6478/8349/8354/3014/9246/85236/8341/8357/3015/23621
R-HSA-2980736,Peptide hormone metabolism,37,0.6124209265915455,1.6846529070211098,0.00329698377980409,0.08441522621121038,0.07818467990240484,984,"tags=19%, list=7%, signal=18%",1803/2999/1636/5080/6934/43/51738
R-HSA-1650814,Collagen biosynthesis and modifying enzymes,26,0.6645945883307836,1.6945135413941588,0.003485362493103652,0.08445780184181528,0.07822411309710077,818,"tags=38%, list=6%, signal=36%",140766/23127/50509/1308/1280/1293/1294/1305/5118/1292
R-HSA-2029481,FCGR activation,10,0.8041802326358848,1.6601984803918928,0.0033969181243062472,0.08445780184181528,0.07822411309710077,1336,"tags=40%, list=9%, signal=36%",6850/2214/2212/2268
R-HSA-3214858,RMTs methylate histone arginines,56,0.5522172945789292,1.6317318355130153,0.0034326472529340292,0.08445780184181528,0.07822411309710077,2945,"tags=38%, list=21%, signal=30%",8331/8352/8329/8356/317772/8367/8361/8336/8294/85235/10498/8969/8330/8337/10419/3012/8354/595/3014/8357/1019
R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),45,0.5827742693952644,1.6635845913272516,0.0037179118630214286,0.08851239294947506,0.08197944163338108,2927,"tags=49%, list=21%, signal=39%",8331/8352/8344/8356/3018/8367/8361/8294/8348/8339/8340/8347/285051/8337/8345/3012/8349/8354/3014/85236/8341/8357
R-HSA-5625886,Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,40,0.598552968614588,1.6638356302589712,0.003886714768948726,0.08977096405834244,0.08314511971893176,2927,"tags=52%, list=21%, signal=42%",8331/8352/8344/8356/3018/8367/8361/8294/8348/8339/8340/8347/8337/8345/3012/8349/8354/3014/85236/8341/8357
R-HSA-5083632,Defective C1GALT1C1 causes TNPS,11,0.7796827762835865,1.6628213791107676,0.0039030853938409756,0.08977096405834244,0.08314511971893176,2144,"tags=73%, list=15%, signal=62%",4585/4588/4582/727897/4583/56667/56913/29071
R-HSA-212300,PRC2 methylates histones and DNA,48,0.5761969114587483,1.6656153420193174,0.004054424629614193,0.09139204442864969,0.08464655086514972,2938,"tags=46%, list=21%, signal=36%",8331/8352/8344/8356/3018/8367/8361/8294/8348/8339/8340/8347/8337/8345/3012/8349/8354/3014/85236/8341/8357/26147
R-HSA-2555396,Mitotic Metaphase and Anaphase,209,0.4296464468049047,1.4565154624322747,0.004108264340565683,0.09139204442864969,0.08464655086514972,3155,"tags=26%, list=22%, signal=20%",1062/57082/347733/991/2491/113130/332/79682/147841/983/701/1063/54908/11065/79019/81027/4085/79172/84790/348235/128866/151648/10403/9212/79023/401541/4001/55839/151246/11243/7311/5696/5715/7277/9183/5693/55143/22933/5347/10383/7444/55166/7341/5685/5698/891/54820/5525/8379/55869/5720/3930/10376/5691
R-HSA-1971475,A tetrasaccharide linker sequence is required for GAG synthesis,13,0.7418114945347016,1.6588694957994568,0.004593731962894267,0.10054345602657291,0.09312251211707565,945,"tags=38%, list=7%, signal=36%",27087/6382/3339/135152/9672
R-HSA-166658,Complement cascade,16,0.7242975619533977,1.7005993928719834,0.0047473847612124215,0.10225716065024217,0.09470973107581675,238,"tags=31%, list=2%, signal=31%",1191/930/716/1380/10747
R-HSA-2187338,Visual phototransduction,49,0.5734401695835184,1.6620806530145358,0.00511215068851232,0.10839357006736279,0.1003932224026926,1176,"tags=31%, list=8%, signal=28%",8787/6010/4647/2779/6382/3339/348/5957/6295/29967/157506/9672/4035/83875/6017
R-HSA-73728,RNA Polymerase I Promoter Opening,39,0.6017710099854205,1.6684715876911622,0.005260720457531173,0.10982765632107387,0.10172146115452987,2927,"tags=54%, list=21%, signal=43%",8331/8352/8344/8356/3018/8367/8361/8294/8348/8339/8340/8347/8337/8345/3012/8349/8354/3014/85236/8341/8357
R-HSA-1500931,Cell-Cell communication,83,0.5104967816116367,1.5923363337901513,0.005512127599176486,0.113332684122462,0.10496778873072926,811,"tags=18%, list=6%, signal=17%",5291/23705/5829/1308/56978/89/1500/5817/8728/253559/55679/5010/140885/87/3655
R-HSA-5334118,DNA methylation,39,0.5950010094213805,1.649701069666328,0.006342335112817653,0.12838094729304678,0.1189053648279082,2927,"tags=54%, list=21%, signal=43%",8331/8352/8344/8356/3018/8367/8361/8294/8348/8339/8340/8347/8337/8345/3012/8349/8354/3014/85236/8341/8357
R-HSA-69620,Cell Cycle Checkpoints,259,0.4003144771963424,1.3808745019495778,0.006433238331560192,0.12838094729304678,0.1189053648279082,2909,"tags=25%, list=21%, signal=21%",1062/57082/991/2491/332/990/79682/8344/51512/147841/983/3018/701/1063/8367/54908/8361/11065/8294/8348/79019/10926/4085/2810/79172/23594/8339/8340/8347/348235/151648/1111/10403/9212/79023/898/116028/401541/55839/25946/8345/151246/11243/7311/5696/472/5715/4171/9183/5693/55143/7468/8349/5347/4998/3014/55166/5685/5698/85236/891/54820/5525/8379/8341/80010
R-HSA-186797,Signaling by PDGF,38,0.5966834304361553,1.6492303104001884,0.0069970100059847905,0.13760786345103423,0.12745125777491748,1262,"tags=21%, list=9%, signal=19%",5291/5155/50509/1280/1293/1292/7060/5327
R-HSA-139853,Elevation of cytosolic Ca2+ levels,10,-0.7417360551180145,-1.7600532991133133,0.007339878953268656,0.13895802801481755,0.12870176895605026,1424,"tags=50%, list=10%, signal=45%",3709/3708/5025/7222/5027
R-HSA-75892,Platelet Adhesion to exposed collagen,10,-0.7411517006124868,-1.7586666939075812,0.007339878953268656,0.13895802801481755,0.12870176895605026,412,"tags=50%, list=3%, signal=49%",51206/8515/3672/11093/2207
R-HSA-8948216,Collagen chain trimerization,11,0.7579263931976341,1.6164217663094105,0.007372865156276245,0.13895802801481755,0.12870176895605026,818,"tags=64%, list=6%, signal=60%",50509/1308/1280/1293/1294/1305/1292
R-HSA-427359,SIRT1 negatively regulates rRNA expression,44,0.5685555434430439,1.6199491549597351,0.007655463646332134,0.1423077283297631,0.13180423350714587,3062,"tags=52%, list=22%, signal=41%",8331/8352/8344/8356/3018/8367/8361/8294/8348/8339/8340/8347/9015/8337/8345/3012/8349/8354/3014/85236/8341/8357/6839
R-HSA-449836,Other interleukin signaling,19,0.6840114168395642,1.647953595786042,0.0078913646684039,0.14471056560843368,0.1340297213950819,392,"tags=21%, list=3%, signal=20%",920/1441/6616/6382
R-HSA-9710421,Defective pyroptosis,48,0.5540858512622271,1.6016987878704931,0.008244199501199229,0.14916504964169805,0.13815542743062284,2927,"tags=46%, list=21%, signal=36%",8331/8352/8344/8356/3018/8367/8361/8294/8348/8339/8340/8347/1687/8337/8345/3012/8349/8354/3014/85236/8341/8357
R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,14,0.7234748221849967,1.6393728917688797,0.008720318484517391,0.15348721315756203,0.14215857930429282,1447,"tags=36%, list=10%, signal=32%",959/958/10673/4050/115650
R-HSA-68616,Assembly of the ORC complex at the origin of replication,45,0.5613000391180856,1.6022843581566992,0.008822404293507618,0.15348721315756203,0.14215857930429282,2927,"tags=51%, list=21%, signal=41%",8331/8352/8344/8356/3018/8367/8361/8294/8348/23594/8339/8340/8347/8337/8345/3012/8349/8354/4998/3014/85236/8341/8357
R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,63,0.5261905328861671,1.5843317974300115,0.008820997078474268,0.15348721315756203,0.14215857930429282,2927,"tags=44%, list=21%, signal=35%",8331/8352/8344/8356/3018/8367/6934/8361/8294/8348/7089/51176/8339/8340/8347/8337/8345/3012/283149/4609/8349/8354/3014/8607/6932/85236/8341/8357
R-HSA-5617472,Activation of anterior HOX genes in hindbrain development during early embryogenesis,85,0.48974230389042706,1.537231968824912,0.010245908985545242,0.17379623116731116,0.16096862274659238,2927,"tags=31%, list=21%, signal=24%",8331/5080/8352/8344/8356/3018/5087/9063/8367/8361/1959/8294/8348/8339/8340/8347/3221/8337/8345/3012/8349/8354/3014/85236/8341/8357
R-HSA-5619507,Activation of HOX genes during differentiation,85,0.48974230389042706,1.537231968824912,0.010245908985545242,0.17379623116731116,0.16096862274659238,2927,"tags=31%, list=21%, signal=24%",8331/5080/8352/8344/8356/3018/5087/9063/8367/8361/1959/8294/8348/8339/8340/8347/3221/8337/8345/3012/8349/8354/3014/85236/8341/8357
R-HSA-3214847,HATs acetylate histones,116,0.4600543738753575,1.5013061195347543,0.010379923659621109,0.17389575810007216,0.16106080376332169,2927,"tags=30%, list=21%, signal=24%",8331/8352/8329/8344/8356/3018/317772/8367/8361/8336/8294/8348/27154/85235/440689/8969/8339/8340/8347/8330/117143/8337/8520/8345/3012/10629/8349/8354/8607/84289/7862/85236/8648/8341/8357
R-HSA-5621480,Dectin-2 family,14,0.7171585020392134,1.6250602941425272,0.010658141952398463,0.17637925157810627,0.16336099475178134,458,"tags=43%, list=3%, signal=42%",6850/4585/4588/4582/727897/4583
R-HSA-3928663,EPHA-mediated growth cone collapse,19,0.6730117832101836,1.6214527431020018,0.010801612965043098,0.17659986498269256,0.16356532505087457,422,"tags=16%, list=3%, signal=15%",1946/2043/79784
R-HSA-1630316,Glycosaminoglycan metabolism,78,0.48644670038857984,1.4997730541907557,0.012233854970522862,0.19763501422618482,0.18304790519804887,2037,"tags=26%, list=14%, signal=22%",27087/89944/55790/5549/6382/3161/3339/9331/26035/135152/9672/6484/79369/51000/9394/8704/960/8509/57214/411
R-HSA-8875878,MET promotes cell motility,20,0.6599320039089599,1.6091144223660305,0.01272556131284612,0.2015208572702525,0.18664694068237328,1138,"tags=30%, list=8%, signal=28%",50509/3913/84951/1280/3912/2335
R-HSA-2299718,Condensation of Prophase Chromosomes,49,0.547663607850419,1.587368892607281,0.012771402892587852,0.2015208572702525,0.18664694068237328,2927,"tags=49%, list=21%, signal=39%",8331/8352/8344/983/8356/3018/8367/8361/8294/8348/8339/8340/8347/8337/8345/3012/8349/8354/5347/3014/85236/891/8341/8357
R-HSA-1474290,Collagen formation,39,0.569253746596305,1.5783141537603989,0.0133401953998121,0.2080763811212071,0.19271861230944523,818,"tags=31%, list=6%, signal=29%",140766/23127/50509/1308/1280/84171/1293/1294/1305/5118/3655/1292
R-HSA-1638091,Heparan sulfate/heparin (HS-GAG) metabolism,32,0.604831602172806,1.610304158285967,0.014421273462117204,0.21505129767135214,0.1991787219637703,1897,"tags=28%, list=13%, signal=24%",27087/89944/6382/3339/26035/135152/9672/9394/8509
R-HSA-446728,Cell junction organization,56,0.5164575972938922,1.5260664804777373,0.014243845846656403,0.21505129767135214,0.1991787219637703,1304,"tags=25%, list=9%, signal=23%",23705/5829/1308/56978/1500/5817/8728/253559/55679/5010/87/3655/64398/92359
