ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
R-HSA-71403,Citric acid cycle (TCA cycle),30,-0.6022744967645473,-2.434739667230631,5.048468863130842e-6,6.108647324388319e-4,5.623366274339044e-4,1272,"tags=60%, list=12%, signal=53%",3419/1738/4191/122961/6391/8803/3421/23479/2271/8801/3420/8802/9054/6392/6390/50/38/23410
R-HSA-380108,Chemokine receptors bind chemokines,17,0.8524192380562887,1.9521780794936197,9.45858584901839e-6,0.0010171084884069352,9.36307707308057e-4,176,"tags=41%, list=2%, signal=41%",6373/6374/2919/2920/2921/5196/6364
R-HSA-69620,Cell Cycle Checkpoints,227,0.5300498522723835,1.459757362984059,9.934192599015897e-6,0.0010171084884069352,9.36307707308057e-4,2785,"tags=41%, list=27%, signal=31%",701/11004/1063/51512/1058/83540/147841/1062/1029/9088/11065/1763/332/9212/23594/991/983/891/5347/8318/63967/898/641/9656/890/4175/27338/7465/57405/220134/990/993/699/5984/1111/64105/54908/4171/55143/54820/11073/995/55388/10403/79019/9133/91687/5905/7514/672/1017/3796/23332/5529/5884/6249/5932/472/4085/23198/55166/57551/116028/7534/996/348995/5903/79172/545/23122/4194/11130/4193/9793/57060/55920/5985/5516/57122/5711/22919/80152/64946/1778/5698/5716/80010/4174/8697/5527/7157/79003/8924/79980
R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),54,0.6798077534263982,1.757876872936677,2.710163689577058e-5,0.002404818580551376,0.0022137758138018916,656,"tags=35%, list=6%, signal=33%",84141/7076/8542/255738/4312/5265/4240/3486/11167/2335/64856/3915/7466/10970/5768/652/4052/3912/813
R-HSA-373076,Class A/1 (Rhodopsin-like receptors),63,0.6648270345902645,1.7410553689850308,2.611770728496129e-5,0.002404818580551376,0.0022137758138018916,263,"tags=22%, list=3%, signal=22%",6373/6374/387129/6288/2919/51083/301/2920/2921/5196/6364/338557/4828/10874
R-HSA-109582,Hemostasis,338,0.4959107705498184,1.3793149656932457,3.676267990534556e-5,0.0030581954346259334,0.0028152473295935676,2713,"tags=40%, list=26%, signal=30%",2769/4843/7076/23657/5345/11004/9672/146909/5196/56992/1893/4312/24137/3673/10411/1278/2152/5270/972/5265/5328/1062/84617/4680/29127/2335/3832/9493/8140/1277/3635/5768/3717/3655/9630/960/1191/4067/7409/813/308/7465/2817/5781/10112/9585/5578/3685/3778/493/3672/10544/80228/64837/23764/160851/7422/5627/2776/7035/10447/3932/2995/23348/7280/3833/7846/139322/5295/8793/5329/140885/9732/1017/161882/5271/3796/5529/23186/23028/25942/747/221037/8526/489/81704/3309/7534/11127/7414/51317/388/7525/6654/6385/7873/2207/9057/6850/5880/23428/5747/2161/83692/90990/829/57572/5594/5576/91768/10681/6678/5291/3659/2316/2734/5516/8795/55605/3688/4097/8525/8797/4282/2627/3675/488/5552/5269/3710/5874/10938/5573/5527/7157
R-HSA-500792,GPCR ligand binding,87,0.6161105797185357,1.6385829742474005,4.198170738975679e-5,0.003286920737398017,0.003025802315893307,1103,"tags=29%, list=11%, signal=26%",6373/6374/387129/6288/2919/51083/10267/301/2920/2921/5196/1604/6364/338557/4828/10874/6469/79924/7976/7482/2696/58191/133/5032/1131
R-HSA-8957275,Post-translational protein phosphorylation,51,0.6748176124816516,1.7407966557079209,8.090264253993167e-5,0.005982300956702725,0.005507057071139208,656,"tags=35%, list=6%, signal=33%",84141/7076/8542/255738/5265/4240/3486/11167/2335/64856/3915/7466/10970/5768/652/4052/3912/813
R-HSA-68877,Mitotic Prometaphase,172,0.5270872205013324,1.4414678131848297,1.2129988799053178e-4,0.008497376363968306,0.007822330726924046,3046,"tags=51%, list=30%, signal=36%",701/11004/1063/1058/83540/147841/1062/23397/84617/332/9212/64151/991/983/891/5347/9738/113130/1454/4751/57405/220134/699/64105/54908/23354/55143/84131/54820/22897/10783/10592/10403/79019/9133/91687/7280/7846/5905/7514/10051/7840/3796/23332/5529/6249/4085/5108/9662/8243/55166/23047/57551/348995/5903/55755/79172/9918/23122/114791/11130/11064/55559/9793/140609/55920/5516/57122/22919/80152/1459/440145/64946/80097/1778/23244/5527/203068/79003/79980/7283/29922/5526/10274/54801/653784/9183
R-HSA-5173105,O-linked glycosylation,52,0.6563209892326739,1.6969776071474425,1.3479050377194005e-4,0.00897030802602261,0.008257691915291484,2351,"tags=58%, list=23%, signal=45%",4586/374378/6482/170689/4582/727897/56999/4585/11227/4583/11226/140453/93010/2590/10418/146712/56913/56667/6480/10071/51809/55568/2589/84002/29954/6483/192134/6487/1605/6484
R-HSA-389948,PD-1 signaling,13,0.8486354804049298,1.8366224850734978,1.7666321481202667e-4,0.010223423431078587,0.009411257759322611,1094,"tags=77%, list=11%, signal=69%",29126/3113/3122/3115/3119/3123/3127/5781/3117/3932
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,101,0.5803622111063118,1.5540022266371787,1.7361965970070557e-4,0.010223423431078587,0.009411257759322611,2785,"tags=55%, list=27%, signal=41%",701/11004/1063/1058/83540/147841/1062/84617/332/9212/991/983/891/5347/113130/57405/220134/699/64105/54908/55143/54820/10403/79019/9133/91687/7280/7846/5905/7514/3796/23332/5529/6249/4085/8243/55166/23047/57551/348995/5903/79172/23122/11130/9793/55920/5516/57122/22919/80152/64946/1778/23244/5527/79003/79980
R-HSA-5663220,RHO GTPases Activate Formins,112,0.5713316115715199,1.5384104560569607,1.7361965970070557e-4,0.010223423431078587,0.009411257759322611,2785,"tags=52%, list=27%, signal=38%",701/11004/1063/1058/83540/147841/1062/81624/84617/332/9212/991/5347/57405/220134/114793/699/64105/54908/55143/54820/10403/79019/91687/7280/7846/1729/5905/7514/3796/23332/5529/6249/4085/55166/57551/286205/388/348995/5903/79172/23122/11130/9793/55920/5516/57122/22919/3688/80152/64946/6722/29984/1778/1730/5527/79003/79980
R-HSA-1592389,Activation of Matrix Metalloproteinases,11,0.8675402287017978,1.8313040513068968,3.0358197172766495e-4,0.015541061706520079,0.014306454052267287,206,"tags=45%, list=2%, signal=45%",4316/4314/7076/4312/7177
R-HSA-211945,Phase I - Functionalization of compounds,54,-0.4127417423985623,-1.7593147527259598,2.9917790284172935e-4,0.015541061706520079,0.014306454052267287,899,"tags=43%, list=9%, signal=39%",1559/670/130/8529/5447/217/66002/128/216/1562/9049/2230/23491/4128/2052/1593/134147/1555/4129/125/1565/9971/124
R-HSA-3000171,Non-integrin membrane-ECM interactions,34,0.6956499273369807,1.7219759557564511,2.969731021085927e-4,0.015541061706520079,0.014306454052267287,1356,"tags=53%, list=13%, signal=46%",9672/3673/1278/2335/3911/3915/1277/3655/3918/3912/375790/5578/3685/3913/3909/3691/59277/1281
R-HSA-877300,Interferon gamma signaling,73,0.6036063538082044,1.5967014708698664,3.8777209924334644e-4,0.01911572829973682,0.017597143217124963,833,"tags=29%, list=8%, signal=27%",4261/115361/3383/3113/9021/3122/23650/3115/2633/8651/4939/3119/85363/3717/3123/960/3127/6772/10346/5781/3117
R-HSA-913709,O-linked glycosylation of mucins,38,0.6844224808471928,1.7322775181369214,4.114739836290536e-4,0.01955970972179537,0.01800585402045934,2173,"tags=63%, list=21%, signal=50%",4586/374378/6482/4582/727897/4585/11227/4583/11226/140453/93010/2590/146712/56913/56667/6480/10071/51809/55568/2589/84002/6483/192134/6487
R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,93,0.5780154495879979,1.5421447724411912,4.3105981059447974e-4,0.01978415889314664,0.018212472578293084,2785,"tags=55%, list=27%, signal=40%",701/11004/1063/1058/83540/147841/1062/84617/332/9212/991/5347/57405/220134/699/64105/54908/55143/54820/10783/10403/79019/91687/7280/7846/5905/7514/3796/23332/5529/6249/4085/55166/57551/348995/5903/79172/23122/11130/9793/140609/55920/5516/57122/22919/80152/64946/1778/5527/79003/79980
R-HSA-141424,Amplification of signal from the kinetochores,81,0.590376352079486,1.5692470063968986,5.103601114419785e-4,0.02191255833320237,0.020171788445448664,2785,"tags=57%, list=27%, signal=42%",701/11004/1063/1058/83540/147841/1062/332/9212/991/5347/57405/220134/699/64105/54908/55143/54820/10403/79019/91687/5905/7514/3796/23332/5529/6249/4085/55166/57551/348995/5903/79172/23122/11130/9793/55920/5516/57122/22919/80152/64946/1778/5527/79003/79980
R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,81,0.590376352079486,1.5692470063968986,5.103601114419785e-4,0.02191255833320237,0.020171788445448664,2785,"tags=57%, list=27%, signal=42%",701/11004/1063/1058/83540/147841/1062/332/9212/991/5347/57405/220134/699/64105/54908/55143/54820/10403/79019/91687/5905/7514/3796/23332/5529/6249/4085/55166/57551/348995/5903/79172/23122/11130/9793/55920/5516/57122/22919/80152/64946/1778/5527/79003/79980
R-HSA-9749641,Aspirin ADME,12,-0.7470043720187196,-2.2720234319127655,5.601175139772549e-4,0.022409013330718045,0.02062880423658967,1076,"tags=67%, list=10%, signal=60%",8824/1559/7366/6566/682/7367/79799/1565
R-HSA-69618,Mitotic Spindle Checkpoint,97,0.5722038883453433,1.5289201725869597,5.638361595486367e-4,0.022409013330718045,0.02062880423658967,2785,"tags=52%, list=27%, signal=38%",701/11004/1063/1058/83540/147841/1062/11065/332/9212/991/5347/27338/57405/220134/699/64105/54908/55143/54820/10403/79019/91687/5905/7514/3796/23332/5529/6249/4085/55166/57551/996/348995/5903/79172/23122/11130/9793/55920/5516/57122/22919/80152/64946/1778/8697/5527/79003/79980
R-HSA-68882,Mitotic Anaphase,204,0.4999983972467525,1.3731044510455617,5.724315952249538e-4,0.022409013330718045,0.02062880423658967,2931,"tags=40%, list=28%, signal=29%",701/11004/1063/1058/83540/147841/1062/84617/11065/332/9212/991/983/891/5347/113130/27338/9232/57405/220134/699/64105/54908/55143/54820/10403/79019/23592/9133/91687/7280/7846/9631/5905/7514/3796/23332/7112/5529/55706/6249/4085/8243/23198/55166/23047/57551/996/9883/348995/5903/5520/4001/79172/23122/3842/11130/6683/9793/7443/3930/55920/5516/57122/3837/5711/22919/80152/64946/1778/5698/23165/5716/23244/9700/8697/5527/79003/79980/7444/5526/10274
R-HSA-6783783,Interleukin-10 signaling,20,0.7734189643348045,1.8025328028010814,6.457071471375501e-4,0.02455532036685941,0.022604605090770176,1037,"tags=50%, list=10%, signal=45%",2919/3557/7076/2920/3383/3553/6364/3976/6774/7133
R-HSA-977606,Regulation of Complement cascade,16,0.7860116780502057,1.7728293735122014,6.916423913771716e-4,0.024838041252590582,0.022864866161584434,1281,"tags=62%, list=12%, signal=55%",717/1604/725/629/722/3426/1191/975/5627/716
R-HSA-202433,Generation of second messenger molecules,16,0.7851534315296158,1.7708936202862562,7.118359762844225e-4,0.024838041252590582,0.022864866161584434,1094,"tags=56%, list=11%, signal=50%",3113/3122/3115/55740/3119/3123/3127/3117/3932
R-HSA-1442490,Collagen degradation,21,0.7433418068907371,1.7512279195311578,7.056081213256924e-4,0.024838041252590582,0.022864866161584434,1356,"tags=48%, list=13%, signal=41%",4316/4314/4312/1278/1277/8754/1307/1298/4323/1281
R-HSA-2555396,Mitotic Metaphase and Anaphase,205,0.5021831582857574,1.3797061082618216,7.464475207390107e-4,0.024838041252590582,0.022864866161584434,2931,"tags=40%, list=28%, signal=30%",701/11004/1063/1058/83540/147841/1062/84617/11065/332/9212/991/983/891/5347/113130/27338/9232/57405/220134/699/64105/54908/55143/54820/26271/10403/79019/23592/9133/91687/7280/7846/9631/5905/7514/3796/23332/7112/5529/55706/6249/4085/8243/23198/55166/23047/57551/996/9883/348995/5903/5520/4001/79172/23122/3842/11130/6683/9793/7443/3930/55920/5516/57122/3837/5711/22919/80152/64946/1778/5698/23165/5716/23244/9700/8697/5527/79003/79980/7444/5526/10274
R-HSA-68886,M Phase,315,0.4766066191158444,1.3243184427243797,7.372887710680784e-4,0.024838041252590582,0.022864866161584434,2962,"tags=39%, list=29%, signal=29%",701/11004/23175/1063/1058/83540/147841/1062/23397/84617/11065/332/9212/64151/9493/23310/991/983/891/5347/9738/113130/1454/4751/27338/9232/57405/54892/220134/10112/5578/699/64105/54908/23354/55143/84131/54820/26271/22897/10762/10783/10592/10403/6418/79019/23592/9133/91687/7280/7846/9631/5905/7514/10051/7840/3796/23332/7112/5529/55706/6249/4085/5108/9662/8243/23198/55166/23047/57551/996/9883/348995/10776/5903/55755/5520/4001/79172/9918/23122/114791/3842/11130/11064/6683/255919/55559/5594/9793/7443/3930/140609/55920/5516/57122/3837/5711/22919/80152/1459/440145/64900/64946/9972/80097/1778/5698/23165/5716/23244/9700/8697/5527/203068/79003/5925/79980/7283/29922/7444/5526/10274/54801
R-HSA-70895,Branched-chain amino acid catabolism,20,-0.5857952689612191,-2.1956011495231604,7.920106562100421e-4,0.025711370327208927,0.023668816529614608,1352,"tags=50%, list=13%, signal=44%",594/1738/36/56922/587/26275/1892/38/593/549
R-HSA-2132295,MHC class II antigen presentation,93,0.5705996302788068,1.5223593722599518,8.847127393583716e-4,0.02803696800204744,0.02580966487752242,1424,"tags=30%, list=14%, signal=26%",11004/56992/3113/24137/972/1062/3122/84617/3115/29127/3832/9493/9871/3119/130340/3109/3123/1510/3127/10802/10112/3117/64837/163/7280/7846/22872/3796
R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,21,0.7344373309533908,1.7302499969580951,9.87847534578088e-4,0.030577327174963607,0.028148213714783217,1356,"tags=48%, list=13%, signal=41%",4316/4314/1278/1277/3655/3918/1298/3909/3691/1281
R-HSA-2467813,Separation of Sister Chromatids,161,0.5144292352392514,1.4036433382464202,0.0010411096356108302,0.030793709444400335,0.028347406218736992,2785,"tags=39%, list=27%, signal=29%",701/11004/1063/1058/83540/147841/1062/84617/11065/332/9212/991/5347/113130/27338/9232/57405/220134/699/64105/54908/55143/54820/10403/79019/91687/7280/7846/5905/7514/3796/23332/5529/6249/4085/8243/23198/55166/23047/57551/996/348995/5903/79172/23122/11130/9793/55920/5516/57122/5711/22919/80152/64946/1778/5698/5716/23244/9700/8697/5527/79003/79980
R-HSA-449147,Signaling by Interleukins,304,0.4765561009593455,1.3231959396459039,0.0010400695660447855,0.030793709444400335,0.028347406218736992,2601,"tags=31%, list=25%, signal=24%",6288/4314/2919/3557/4843/301/3934/7076/11213/2920/240/3383/1846/3656/3553/4312/6364/90865/4582/1278/9021/92610/332/2335/3667/51561/3911/1849/8651/3976/3635/3717/1265/4067/7409/1848/6772/5782/5781/3091/6774/3572/6776/604/5784/7422/7133/121457/3932/7184/8660/8767/5295/10454/6773/595/1052/6804/23198/4478/23529/11274/1326/867/9655/7534/5062/57162/7525/6654/5034/4001/6416/23291/6850/841/6885/9684/829/5594/5291/4205/6648/4790/5516/3716/5711/3688/5451/9261/4282/5306/7850/5698/5716
R-HSA-1566948,Elastic fibre formation,16,0.7756737961848457,1.7495125435685646,0.0010857169177748494,0.03141498299039836,0.028919324766359836,1069,"tags=56%, list=10%, signal=50%",655/3696/2335/84034/652/3694/4052/3685/650
R-HSA-1614635,Sulfur amino acid metabolism,21,-0.5588728772242811,-2.0952604135889685,0.0011950663295261857,0.03181266569198706,0.02928541489617853,747,"tags=38%, list=7%, signal=35%",6821/100131187/2805/23474/4357/1491/7263/875
R-HSA-166658,Complement cascade,17,0.770176076584594,1.763827922850751,0.0011729729363771097,0.03181266569198706,0.02928541489617853,1281,"tags=59%, list=12%, signal=52%",717/1604/725/629/722/3426/1191/975/5627/716
R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,10,0.8495369900028742,1.756498139320451,0.0011503518634347367,0.03181266569198706,0.02928541489617853,1094,"tags=80%, list=11%, signal=72%",3113/3122/3115/3119/3123/3127/3117/3932
R-HSA-2129379,Molecules associated with elastic fibres,15,0.781150271828049,1.7332297313484486,0.0011619527183156589,0.03181266569198706,0.02928541489617853,1069,"tags=60%, list=10%, signal=54%",655/3696/2335/84034/652/3694/4052/3685/650
R-HSA-156711,Polo-like kinase mediated events,16,0.7700264626536881,1.7367751262430462,0.00128864921677207,0.03358430903046674,0.03091631595671105,1261,"tags=75%, list=12%, signal=66%",1063/9088/891/5347/4605/7465/2305/2033/993/995/9133/286826
R-HSA-6809371,Formation of the cornified envelope,31,0.6804227566962583,1.6736012737230355,0.0013120841995373934,0.03358430903046674,0.03091631595671105,944,"tags=26%, list=9%, signal=24%",43849/3855/3854/5266/1475/8502/11005/1829
R-HSA-216083,Integrin cell surface interactions,30,0.6867197068870289,1.6809930085376723,0.0015643410787230306,0.03928562218453498,0.03616470736114415,893,"tags=50%, list=9%, signal=46%",3383/3673/1278/3696/2335/1277/3655/3694/960/375790/1307/3685/3384/1298/3672
R-HSA-983189,Kinesins,36,0.6566198908341493,1.6462427092233956,0.0016343079976557796,0.04028266564592301,0.03708254404037675,1424,"tags=44%, list=14%, signal=38%",11004/146909/56992/24137/1062/84617/29127/3832/9493/10112/9585/64837/7280/3833/7846/3796
R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,11,0.8324796975602106,1.7572942352818346,0.0018552355421001835,0.043745507746819415,0.04027029223559477,1023,"tags=55%, list=10%, signal=49%",8742/4050/958/51330/330/8792
R-HSA-8875878,MET promotes cell motility,29,0.6788687632202859,1.658051522877451,0.0018733989042589833,0.043745507746819415,0.04027029223559477,1356,"tags=45%, list=13%, signal=39%",3673/1278/4233/2335/3911/3915/1277/3918/3912/84951/3913/3909/1281
R-HSA-977225,Amyloid fiber formation,32,0.6712497251328472,1.6575000043568273,0.0018273486569654828,0.043745507746819415,0.04027029223559477,1081,"tags=25%, list=11%, signal=22%",6288/4069/7045/23621/4240/83464/10098/9246
R-HSA-6805567,Keratinization,32,0.6682854419273498,1.6501803746541046,0.0019421548844576566,0.04456910605539898,0.04102846253191855,944,"tags=25%, list=9%, signal=23%",43849/3855/3854/5266/1475/8502/11005/1829
R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,24,0.7167186287018187,1.7153788450903715,0.0019812448662422915,0.044695540965567625,0.0411448532436401,1391,"tags=58%, list=14%, signal=51%",9088/994/28227/983/891/5347/890/7465/2305/993/995/9133/7514/1017
R-HSA-5083632,Defective C1GALT1C1 causes TNPS,12,0.8049478529624639,1.721845647843419,0.002050901311854298,0.04474999419800116,0.041194980621197634,1565,"tags=75%, list=15%, signal=64%",4586/4582/727897/4585/4583/140453/56913/56667/10071
R-HSA-112409,RAF-independent MAPK1/3 activation,21,0.7137829694933491,1.6815906936421576,0.00202476592680373,0.04474999419800116,0.041194980621197634,929,"tags=48%, list=9%, signal=43%",11221/1846/1849/983/8682/3717/1844/1848/5781/3572
R-HSA-400042,"Adrenaline,noradrenaline inhibits insulin secretion",16,-0.6041443947357187,-2.0921890240116054,0.0021367420705258465,0.04587102735274035,0.042226957047403826,369,"tags=25%, list=4%, signal=24%",111/2770/2790/54331
R-HSA-3000178,ECM proteoglycans,27,0.6864235974545188,1.6639565105268634,0.002268660226240709,0.04792994858930767,0.044122314174506023,1619,"tags=59%, list=16%, signal=50%",2331/3673/1278/2335/3911/3915/1277/3694/3912/375790/3685/1298/3913/3909/1281/4060
R-HSA-190861,Gap junction assembly,13,0.7911898746680425,1.712298327527443,0.002377842687014373,0.04847347531845924,0.04462266224104279,1252,"tags=46%, list=12%, signal=41%",2709/127534/2707/84617/7280/7846
R-HSA-1474290,Collagen formation,32,0.662534650221976,1.6359800898423293,0.0024036434042211193,0.04847347531845924,0.04462266224104279,1568,"tags=44%, list=15%, signal=37%",4316/4314/1278/1277/3655/3918/1307/1298/3909/3691/5033/1281/10491/5351
R-HSA-195258,RHO GTPase Effectors,216,0.48840846677166194,1.3447703264834328,0.002349393758282106,0.04847347531845924,0.04462266224104279,2568,"tags=40%, list=25%, signal=31%",6280/11113/701/11004/128239/1063/1058/83540/147841/9055/1062/81624/84617/114822/332/9212/991/5347/4660/9928/57405/220134/5578/114793/699/64105/54908/64837/55143/653361/54820/10398/995/1499/10403/10152/79019/91687/7280/7846/1729/5905/4771/7514/23433/3796/23332/3984/5529/6249/4085/23028/55166/57551/286205/7534/5062/388/348995/5903/5586/79172/5585/23122/5289/5880/5747/11130/5594/9793/2316/55920/5516/57122/9475/10499/22919/7456/3688/80152/64946/6722/8826/29984/6093/1778
R-HSA-420029,Tight junction interactions,16,0.7544831677083224,1.701717619325766,0.0026308124646139356,0.05226285657315147,0.048111008779428456,874,"tags=31%, list=8%, signal=29%",9075/51208/9076/50855/9069
R-HSA-8874081,MET activates PTK2 signaling,18,0.7401481825364631,1.6997192034437125,0.0027575174903972043,0.05397434970174528,0.04968653806226542,1356,"tags=67%, list=13%, signal=58%",3673/1278/4233/2335/3911/3915/1277/3918/3912/3913/3909/1281
R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,14,0.7856470366280793,1.7320242365461183,0.002961991022032526,0.05713637754094627,0.05259736917842655,1094,"tags=57%, list=11%, signal=51%",3113/3122/3115/3119/3123/3127/3117/3932
R-HSA-1433557,Signaling by SCF-KIT,35,0.6358213986248082,1.5866962735673475,0.003169503593712802,0.06026584690331057,0.055478228317018076,1933,"tags=51%, list=19%, signal=42%",8651/3717/4067/7409/6772/5781/5578/6774/6776/1111/2241/3932/5295/3815/867/7525/6654/2887
R-HSA-202733,Cell surface interactions at the vascular wall,77,0.5630554775994226,1.494123132567402,0.003513873895467361,0.06587276274460645,0.06063972148738338,2567,"tags=49%, list=25%, signal=37%",23657/9672/5196/4312/1278/972/4680/2335/8140/1277/3635/3655/960/4067/2817/5781/3685/10544/5627/3932/2995/5295/8793/140885/7525/6654/6385/2207/9057/23428/83692/5291/2734/8795/3688/8797/4282/3675
R-HSA-5083636,Defective GALNT12 causes CRCS1,11,0.8100720081286272,1.7099934980031828,0.003855192386347798,0.07126751480873499,0.06560590552205901,1565,"tags=73%, list=15%, signal=62%",4586/4582/727897/4585/4583/140453/56667/10071
R-HSA-977068,Termination of O-glycan biosynthesis,16,0.7368976425262869,1.662053913986569,0.004017574346907293,0.07325193774977544,0.06743268262148651,2351,"tags=81%, list=23%, signal=63%",4586/6482/4582/727897/4585/4583/140453/56667/6480/10071/6483/6487/6484
R-HSA-156580,Phase II - Conjugation of compounds,59,-0.3346670670309096,-1.4699819249638966,0.0042370663529816555,0.07519380421091444,0.06922028399818451,1341,"tags=36%, list=13%, signal=31%",9060/2686/2947/7360/4257/124975/1836/373156/2954/4259/7366/10/9/2678/2948/7358/6817/7367/79799/2938/6799
R-HSA-372790,Signaling by GPCR,232,0.47322482206715377,1.3049778908245098,0.004201467798886971,0.07519380421091444,0.06922028399818451,1146,"tags=18%, list=11%, signal=16%",6373/2769/6374/387129/6288/4314/2919/51083/10267/301/2920/2921/5196/1604/6364/338557/4828/10874/6469/2335/79924/7976/109/5142/1894/50650/3838/9630/7409/7482/5578/2696/58191/160851/57449/5997/133/2776/5032/1839/1131/196883
R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,10,0.8155292789291454,1.6861839776930097,0.004391175637987832,0.07690335229160268,0.07079402275093956,1536,"tags=80%, list=15%, signal=68%",4233/1029/891/5347/1499/595/1017/6932
